seq,title,genre,text,reviewer,rate,like,comment
783,이터널스,2021 ? 판타지/액션/모험 ? 미국,"죽음은 새로운 생명으로 재탄생하고, 영화 또한 한 페이즈가 끝났으니 새 페이즈를 여는 게 순리이다.",류인하,3.5,2,0
784,이터널스,2021 ? 판타지/액션/모험 ? 미국,아직 철학을 담기에는 누적된 이야기가 너무 없었다.,이승진,3,2,0
785,이터널스,2021 ? 판타지/액션/모험 ? 미국,영원과 염원은 한끗차이라는 것,banana맛밀크,4,2,0
786,이터널스,2021 ? 판타지/액션/모험 ? 미국,“아 듄 볼 걸.”,기므겨으지은,3,2,0
787,이터널스,2021 ? 판타지/액션/모험 ? 미국,근원적이고 담대한 서사의 시작,이주학,3,2,0
788,이터널스,2021 ? 판타지/액션/모험 ? 미국,혹평에 비해 괜찮았던 영화. 다만  초기부터 현재까지의 스토리가 너무 광대한 탓에 한편에 우겨넣으려는 느낌,Sang Ok Cha,3.5,2,0
789,이터널스,2021 ? 판타지/액션/모험 ? 미국,"아이맥스가 필요하진 않아
오히려 인물 클로즈업이 많아서 아이맥스가 방해되는 기분마저 들었다.
mcu 중 가장 유니크한 방식으로 만들었으나

캐릭터의 감정과 아이러니하고 절망적인 상황을 주제로 삼았던 의도는 좋았으나 이를 뒷받침할 시나리오와 연출력이 상당히 부족했던 것으로 보인다.

아울러 cg 떡칠의 크리처도 액션씬도 진보했다기보다 식상했다.
mcu에 사공이 많아진 탓인가..",ㄷㅋㅎㅇㅅ,2.5,2,0
790,이터널스,2021 ? 판타지/액션/모험 ? 미국,"졸리 언니가 너무 아름다우시고요
화산씬 바다씬은 제발 cg 좀 어떻게 해보세요…",그린,3,2,0
791,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블같지않아서 좋았던영화,juno6034,3.5,2,0
792,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블인데 졸았다…..집에서보길,Dong hoon jo,3.5,2,0
793,이터널스,2021 ? 판타지/액션/모험 ? 미국,"&lt;추가&gt;
코멘트 단지 하루도 안 돼서 각본가가 대체 무슨 미친 소릴 한거지

&lt;각본가 인터뷰 이전 코멘트&gt;
거대한 존재의 계획과 실수 아래 인류의 신화와 역사 속에서 인간성을 드러내며 사랑을 전하는 자들과
거대한 존재에 의해 지어진 본질 아래 자신의 존재의 이유를 드러내며 내면의 괴로움을 전하는 자들의 갈등

# 최애는 마카리와 드루이그
# 최케미는 테나와 길가메시

""마블은 종합 선물 세트다."" 라는 말을 종종 듣곤 하는데 이번 기회에도 마블은 새롭고 도전적인 유형의 선물을 준비했다. 그만큼 호불호가 갈리는 요소들이 많다는 것에 대부분 공감을 하며 이러한 이유로 가장 마블스럽지 않지만 그럼에도 마블다웠던 영화라고 생각한다. 인간 사이에서 신화로 내려져 오는 수많은 이야기들, 문명의 이야기들을 수많은 마블의 새로운 캐릭터들에 소화시키면서 흥미를 유발한다. 물론 갑작스럽게 한 영화만에 10명 이상의 새로운 캐릭터들을 소개하면서 새로운 설정과 새로운 세계들을 또 함께 소개하기에는 약간 벅찬 감도 없지 않아 있고 (이터널스, 데비안츠, 셀레스티얼, 쿠키영상 등등 / 그리고 분명 각 인물들의 감정선에 대한 정보는 꾸준히 던져준다. 10명이라서 보다보면 기억이 꼬일 뿐) 또한 엔드게임에서도 비슷하게 저질렀던 용두사미형 개연성은 많이 아쉬운 부분이긴하다. (원작의 설정을 조금 반영한 듯하면서도, 항상 하듯이 후속작에서 풀어갈테지만 후반부도 정말 깔끔하게 나왔으면 4.5점 행이었을텐데...) 그렇지만 충분히 주요 캐릭터들이 각자의 비중들을 톡톡히 가져가면서도 어느 하나 뒤쳐지지 않고 눈에 띄지 않는 캐릭터가 없을 정도의 역량을 이렇게까지 뽑아낸 것만으로도 대단하다고 생각한다. 신화신화적인 부분을 앞서 말한 새롭고 도전적인 유형이라는 식으로 말했지만 추가적으로 자오 감독의 서정적 드라마 또한 그 유형에 속한다고 생각한다. 보통 마블, 히어로 무비를 보면 눈이 즐거운, 액션 이런 것들을 중요시 하는 경우가 많다. 현재 호불호가 갈리게 하는 부분 중 하나가 액션의 적은 비중, 서정성이라고 생각하는데, 액션이 적은 것은 아쉬운 점이 될 수도 있지만 자오 감독의 그 서정성만큼은 나에게 플러스 요인이 되었다. (물론 액션도 나는 만족했다. 마카리 최고) 특히 자연, 햇빛과 물이 함께 어우질 때만큼은 속으로 감탄했을 정도. 자연의 약간의 연장선으로 셀레스티얼, 아리솀 또한 자연의 공포를 응축해놓은 듯한 장엄한 모습을 등장 때마다 보여주며 이는 앞으로의 마블의 세계관을 더욱 더 기대하게 만들어준다.
추가적으로 분량 때문에 아직 캐릭터들의 매력을 온전히 보여주지는 못했다고 생각하지만 배우와 캐릭터의 환상적인 조합은 아주 마음에 든다. 눈 레이저로 감정을 표현하는 리처드 매든, 현생의 모습을 그대로 새겨넣은 마동석, 관객들을 정말 홀리는 것 같은 배리 키오건, 정말 전쟁의 여신 같은 안젤리나 졸리 등등.",유근서,4,2,0
794,이터널스,2021 ? 판타지/액션/모험 ? 미국,"[2021.11.13 관람]

When you love something, you protect it",김헬라,3.5,2,0
795,이터널스,2021 ? 판타지/액션/모험 ? 미국,"정말 재미없다고 평이 좋지 않아도
마블이라면 아묻따 보고 만족하던 나였고
욕먹는 디씨 슈퍼맨 배트맨도
히어로물이라며 좋아했던 나였다.

그런데 이터널스는…
아 이제 마블 이름에
아묻따 기대를 걸면 안되는 것일까
하는 고민을 하게 만들었다..

이터널스 후속작이 나오면
스쳐지나가듯
집에서 보면 될거 같은 정도의….

아쉽다.",김수정,2,2,0
796,이터널스,2021 ? 판타지/액션/모험 ? 미국,사랑의 구도가 선악의 구도보다 흥미로울지는 아직 지켜봐야 할 일,조준혁,3,2,0
797,이터널스,2021 ? 판타지/액션/모험 ? 미국,영화는 어젯밤 먹다 남은 반찬으로 만든 영국식 일본 카레 같고 아무것도 모르는 애는 이번 영화에서도 아무것도 몰라,규리,2.5,2,0
798,이터널스,2021 ? 판타지/액션/모험 ? 미국,"맛있는 쌀국수를 맥주잔에 담은 것 같음
근데 아무리 그래도 영어 쓰는 신들이 문명 전해준 건 웃겼다",갱이,3,2,0
799,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블인듯 마블아닌 마블같은 아트버스터,신종한,3.5,2,0
800,이터널스,2021 ? 판타지/액션/모험 ? 미국,"매력적이지 못한 캐릭터들, 그들의 독창성을 이해 못하겠다. 그래도 마블은 무언가 장치 하나씩은 심어둔다.",SungsikMattJang,3,2,0
801,이터널스,2021 ? 판타지/액션/모험 ? 미국,"진짜 처참한수준…너무너무 유치하고…무매력캐릭터들 한바가지에… 뻔한스토리…. 뻔한 캐릭터.. 영상미도 없어..음악도 구려…대사는 촌스러워.. 오프닝은 성의도없고… 영화의 그 어떤장면도 카리스마가 없음….. 빌런 비주얼도 걍 웃김….. 진짜 지루해서 얼른 끝나기만을 기다렸다.. 길기는 오지게길어 어휴. 진짜..에휴 돈아깝고 시간이 아깝다…. 연출 진짜… 유치찬란한스토리를 심지어 지루하게 보여줌…  ㅎㅎ… 영상미라도 있고 압도적이면 아이맥스로본거 후회는 안했을텐데…나중에 vod 핸드폰 화면으로 봐도 괜찮았을듯 ㅋㅋ.. 아이맥스가 아깝다 ㅎㅎ젠장~
아니다 폰화면도 과하다 그냥 안보는게 정신건강에 이로움.. 얘때매 마블 덕심이 고냥 사라져간다…",임우드,0.5,2,0
802,이터널스,2021 ? 판타지/액션/모험 ? 미국,"장점: 킬링타임으로 뇌빼고 보기 괜찮았다. 상영시간이 길지만 지루하지는 않았으므로 혹평받을 작품은 아님.
치명적 단점: 히어로물인데 다들 별로 안 세보인다. 스토리 진행하느라 캐릭터 서사에 시간 할애를 못해서 정붙는 캐릭터가 없다.",X_X,2,2,0
803,이터널스,2021 ? 판타지/액션/모험 ? 미국,뭐지 이 어중간함은...???? 캐릭터들도 매력없숴ㅠ,nanosunkyoung,2.5,2,0
804,이터널스,2021 ? 판타지/액션/모험 ? 미국,"스토리의 흐름이 부자연스러운건 있지만, 단순히 자극적인 오락영화에서 한 단계 스텝업 하려는 마블의 시도가 돋보인 영화. 나름 신선했다.",양치기개,4,2,0
805,이터널스,2021 ? 판타지/액션/모험 ? 미국,호미곶은 어떻게 만들어졌나.,CK,3,2,0
806,이터널스,2021 ? 판타지/액션/모험 ? 미국,인간과 사랑을 다룬 마블의 대서사시. 마블의 대중성을 벗어나서 더 좋았다.,훙다,4,2,0
807,이터널스,2021 ? 판타지/액션/모험 ? 미국,재미보단 흥미롭다는 말이 적절한 마블의 새로운 시작,장성훈,3.5,2,0
808,이터널스,2021 ? 판타지/액션/모험 ? 미국,"최선의 타협, 타협된 개성",곽하오,3.5,2,0
809,이터널스,2021 ? 판타지/액션/모험 ? 미국,이동진의 '이터널스 보기 전에 꼭 듣고 가야 할 10가지'를 보고 올껄하는 마음으로 영화관에 2시간 30분 앉아 있었다,민수,3,2,0
810,이터널스,2021 ? 판타지/액션/모험 ? 미국,"MCU의 새로운 시작의 영화로 봐도, 하나의 독자적인
작품으로 봐도 재밌었다. 어쩌면 마블영화 중에서
제일 마블스럽진 않았지만 10명의 이터널스도
각기 저마다의 개성이 뚜렷해서 누구 하나 버릴
캐릭터도 없고 데비안츠의 비주얼도, 각자마다의
능력을 활용해 보여주는 액션씬들도 색다른 느낌으로
다가와서 인상깊었다. 새로운 캐릭터들도 대거
등장하는데 마블이 앞으로의 페이즈4를 위한
빌드업도 충분히 잘해줄 거라 믿는다.",김승혁,4,2,0
811,이터널스,2021 ? 판타지/액션/모험 ? 미국,다양성에 2.5점 + 퇴근 후 내가 졸린 게 미안해서 0.5점 더 줌,예지ㅁ,3,2,0
812,이터널스,2021 ? 판타지/액션/모험 ? 미국,핑크 플로이드의 Time으로 시작하는 7000년의 서사,고양이바람,4,2,0
813,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마동석과 안졸리의 케미만으로도 평타!!
근데 좀 뭐가 엉성한 느낌?
왜 길가메시를 죽이냐고!! 이카리스랑 길가메시 부활시켜라!
슈퍼맨이랑 이카리스 둘이 싸우면 누가 이길까?? 난 수퍼맨 승^^",정윤혁,3.5,2,0
814,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블이 좋았던건 내가 사는 현실에 그라운드를 두고 있는 주인공들이어서였는데…가도 너무 간다.,csok,2.5,2,0
815,이터널스,2021 ? 판타지/액션/모험 ? 미국,"새로운 느낌을 주려고 했던 노력은 있으나
마블에게 바라는 우리의 지향점은 이게 아니라구요",seon,3,2,0
816,이터널스,2021 ? 판타지/액션/모험 ? 미국,"새 시리즈의 괜찮은 세계관 소개 영화.긴 러닝타임에도 어딘가 엉성한 느낌은 있으나 흡입력은 있었다.하지만 pc주의 캐릭터들도 이젠 클리셰다.이러겠지 하면 어김없이 그 행동을 한다.
.
.
.
.
.
.
.
.
.
.
.
.
.
히로시마 사건을 피해자의 측면으로 연출하다니 그것도 21세기에. 예술영화와 상업영화 연출의 다른 측면으로의 어려움을 엿볼수 밖에 없는거 같다 마블이라는 큰 자본의 상업영화를 다루기 힘들었던듯 엉성하고 고민이 얕아서 생긴 문제들중 하나",신의진,3,2,0
817,이터널스,2021 ? 판타지/액션/모험 ? 미국,지구를 떠날 정도로 미안한 짓은 애시당초 하지 말자,램램,3.5,2,0
818,이터널스,2021 ? 판타지/액션/모험 ? 미국,모순과 심오는 구분해줘어야하지 않을까 싶다,자유로운삶,3,2,0
819,이터널스,2021 ? 판타지/액션/모험 ? 미국,"지구 온난화가 인류에 미치는 영향
그리고 빙하를 만드는 방법",동석,3.5,2,0
820,이터널스,2021 ? 판타지/액션/모험 ? 미국,한번쯤 했어야만 하는 고민에 대한 이야기. 적절한 시기에 영리하게 방향을 틀었다고 생각된다.,위버,3,2,0
821,이터널스,2021 ? 판타지/액션/모험 ? 미국,"지구는 구하고, 마블은 보내다.",임범택,2,2,0
822,이터널스,2021 ? 판타지/액션/모험 ? 미국,"8,000년을 욱여넣은 결과.",정윤영,2.5,2,0
823,이터널스,2021 ? 판타지/액션/모험 ? 미국,"다소 아쉬움도 있지만 그래도 다 보고 나서 처음 든 생각은 이 정도면 재밌는데?? 였다. 기원전의 여러 역사 속 풍경을 볼 수 있었던 것과 다양한 캐릭터들의 면면은 역시 좋았던 부분.

다만 개인적으로 아쉬운 것은 역시 우주 어쩌고 태고의 존재 어쩌고 그런 신적인 존재들에 대한 얘기를 아무리 진지하게 해도 좀 어설프달까 안믿긴달까 그래 그렇다치자 라는 생각이 든달까… 이건 마블의 고민이기도 할 것 같다. 세계관이 너무 확장되고 세계관 속 힘과 전능의 규모도 너무 커지다보니 점점 더 뜬구름 잡는 것 같은 얘기로 가는 건 아닐지 하는… 그래도 혹평에 비해서는 재밌는 영화였다. 후속도 기대하는 마음.",MJ,4,2,0
824,이터널스,2021 ? 판타지/액션/모험 ? 미국,"애매,,",김소연,3,2,0
825,이터널스,2021 ? 판타지/액션/모험 ? 미국,히어로물에 대한 이해 부족.  다만 마블의 향후 행보에 대한 기대와 응원 때문에 별 반개 추가.,김성권,3,2,0
826,이터널스,2021 ? 판타지/액션/모험 ? 미국,중간에 많이 늘어져서 잠 들음,롤린스,3,2,0
827,이터널스,2021 ? 판타지/액션/모험 ? 미국,돈냄새 나는 영화 짱 !!!!!!,도라에몽삼삼주먹,4,2,0
828,이터널스,2021 ? 판타지/액션/모험 ? 미국,"두 편에 나눠서 담아야할 내용을 한 편에 욱여넣은 느낌

모든게 뜬금없고 갑작스럽다

+배우들 연기는 왜이렇게 따로 노는거죠?",김주희,2.5,2,0
829,이터널스,2021 ? 판타지/액션/모험 ? 미국,이제는 신화까지 끌어안은 MCU. 하고 싶은 말이 너무 많긴 했지만 그래도 이런 식의 세계관 확장은 언제든지 환영!,주준형,4,2,0
830,이터널스,2021 ? 판타지/액션/모험 ? 미국,"살다살다 국뽕을 넘어선 지구뽕영화는 처음

너무 큰 스케일을 요약하다보니 지나친 회상씬과 설명충

새로운 뼈대를 만들기위해 애쓰는 마블

그러나 마블은 마블스러워야지….

영화말고 미드로 나왔더라면

+마블판 신과함께를 보는기분
+동식이형 싸다구는 헐리웃에서도 통하지",최효준,2.5,2,0
831,이터널스,2021 ? 판타지/액션/모험 ? 미국,"가볍게 청량하고 시원한 맥주 한잔을 마시러 갔는데, 갑자기 쓰디 쓴 가짜 위스키를 들이미는 느낌.

보다가 졸았음.",계란찜,2.5,2,0
832,이터널스,2021 ? 판타지/액션/모험 ? 미국,52,Metacritic,2.5,2,0
833,이터널스,2021 ? 판타지/액션/모험 ? 미국,"신들의 다큐멘터리를 보는 기분.
사랑 좀만 덜 했으면 좋았을 텐데...",흔들,3,2,0
834,이터널스,2021 ? 판타지/액션/모험 ? 미국,"""신이 있다면 왜 악을 허용하는가? 왜 지구사에 개입하지 않는가?"" 많은 사람들이 신의 존재를 부정할 때 가지는 의문에 대해 흥미롭게도 마블 영화에서 그 힌트를 제시하네요.

이터널스는 무려 7천년을 기다렸는데 성경이 역사적 사실이라면 신이 인간사에 직접적으로 개입 안 한 거는 불과 2천년 남짓 입니다. 신의 관점에서는 한 찰나의 순간일 수 있으며 인간사에 개입 안 한 이유가 인간이 바로 이해하거나 받아들이기 어려운 이유가 있을 수도 있다는 거죠.(이터널스는 10억년 단위의 행성 탄생과 소멸의 싸이클을 수없이 반복한 존재들이죠. 인간사는 그에 비해 찰나입니다. 또 데비언츠와 관련해서만 개입하라는 창조주(셀레스티얼)의 명이 있었죠)

히어로 영화와 성경을 연관 짓는게 좀 우끼기는 하지만 당장 악한 일들에 개입하지 않는 신은 존재하지 않는거다 라고 너무 인간적인 관점에서 쉽게 신을 부정하는 사람들이 많은 만큼, 성경을 공부한 입장에서 흥미로운 설정과 해석으로 다가왔습니다??",충정지애,2,2,0
835,이터널스,2021 ? 판타지/액션/모험 ? 미국,완전히 새로운 장을 열어가는 마블을 격하게 응원한다. 마블의 정체성을 지켜가면서도 동시애 얼마나 다양한 영화를 만들어 낼 수 있는지 그 가능성을 한껏 보여주었다.,김종찬,4.5,2,0
836,이터널스,2021 ? 판타지/액션/모험 ? 미국,"드루이그 매력있다. 베리 키오건, 이름 기억해둬야지. 세르시 장만옥 닮음. 넘 예뻤고. 그래픽 쩔었다. 아이맥스로 본 나 칭찬해. 하지만 기계적 다양성, 말 그대로 기계적.

흑인 농인 성소수자 좋고 다 좋은데 '신' 은 남자 목소리? 여자 히어로는 풀 메이크업. 만연 서브인 게이들. 가볍고 납작하게 다뤄진 인도인. 유치한 대사들. 갑자기 사랑 고백 갑자기 베드신. 삼류 로맨스 영화를 연상시키는 민망한 클리셰.

그렇지만 이 모든 어설픈 세심함 조차도 클로이 자오로 인해 배가된 '예술성' 이라 하니 무슨 말을 해야할지. 그래도 보면 볼수록 빠져들긴 하더라. 모로 가도 캐릭터 직조만 성실히 잘 해내면 세계관 하나는 뚝딱.

마블은 어땠더라. 쿠키 영상에 후광 뿌리며 등장하는 해리 스타일스, 왕년에 내 심장 갈겼던 존 스노우 보면서 원작 주행의 충동을 느낌. 아, 그리고 피터팬 웬디 팅커벨 비유 멋졌어.

이터널스의 꽃 마동석. 큰 기대는 없었지만 이렇다할 존재감도 없었네. 더도 말고 덜도 말고 딱 배역만큼 하고 온 느낌. 근데 영어 발성, 발음 모두 듣기 좋아서 놀랐고. 백인 배우들의 잔잔한 액센트 덕분에 귀가 즐거웠다.

마지막, 직업병. 방탄 노래. 오그라들어 죽는 줄 알았지만... 낫 배드... 극중 BTS 언급 없이 음악만 나왔다면 더 멋졌을텐데. 앞에 대사치고 나온 바람에 좀 유치해진 느낌.

그러고보니 전체적으로. 음악이 너무 아쉬웠다. 나름 스크린 경쟁작(?) 인 &lt;듄&gt; 과 너무 비교되는 스코어라서 민망할 정도. 마블 스케일이 안 산다는 비평이 많은데 클로이 자오 연출 각본 탓도 있지만. 음악 감독 잘못이 큰 듯.",장우산,3,2,0
837,이터널스,2021 ? 판타지/액션/모험 ? 미국,"세뇌당한 것처럼 언제 어디서 봐도 마블 로고 인트로는 이상하게 가슴이 웅장해진다 가슴을 부여잡게 된다

내 마블에게서 낯선 DC의 향기가 느껴진다

참신하지만 결이 다르다 시간을 버렸다는 생각은 들지 않지만 욕심을 부렸다는 생각은 든다

남자친구와 영화를 보기 시작한 뒤로 영화를 자꾸 분석하려고 든다 정작 알아내는 것은 없다 겉멋이다,,

BTS... 왜? 굳이? 왜? 뭐 그럴 수도 있지... 근데 왜?",priori,3,2,0
838,이터널스,2021 ? 판타지/액션/모험 ? 미국,"이 영화가 어떤 느낌이냐면... 소문난 잔치에 메인요리 기대하고 갔는데 맛이 없어서 반찬만 퍼먹고 있었는데 그것마저 주인이 먹지 말라고 빼앗은 것같은 그런 느낌입니다...

?
?
?

어째 밀어주는 커플은 이카세르시인데 케미는 드루이그랑 마카리가 터지고 찐사랑은 길가테나인 그런... 예... 그래서 길가테나에 이입하고 보고있었더니... 하...

영화 전체의 퀄리티는 너무 기대를 안하고 가서인지 생각보다 괜찮았고 이 한편의 이야기가 앞으로 이터널스 서사를 풀어내는데 필요한 초석이라면 있어야만했던 영화라는 생각은 듭니다. 근데 인간도 아니고 목적을 가지고 만들어진 이터널스들을 관객들이 얼마나 사랑할 수 있을까에 대한 의문이 남네요..",라켈,2.5,2,0
839,이터널스,2021 ? 판타지/액션/모험 ? 미국,"등장인물이 너무 많은게 독인듯. 인물들 설명하느라 러닝타임만 길어졌다.
?? 메가박스 하남스타필드",류양,3,2,0
840,이터널스,2021 ? 판타지/액션/모험 ? 미국,"영화를 보자마자 아 정말 노매드랜드 감독이 만든 영화구나 라는 느낌이 들었다.
노매드랜드에서 느꼇던 감성이 히어로 영화에서 은근히 느껴진달까...?

영화 내용은...평범한 마블 히어로영화 여서 크게 할말은 없지만...
마블영화가 나올때마다 관성적으로 보게되는데
자꾸 시리즈가 서로 연계되고 또 그러려고 그 떡밥들을 계속 영화안에 자꾸 풀어 내다보니
영화가 영화  하나로 완성되는게 아니라 자꾸 파편화 되는게 너무 아쉽다.

마동석은 마블영화 에서도 마동석이네ㅎㅎ

영화 외적으로는....
이번에는 롯데시네마 슈퍼4d를 관람을 했는데
음....시지비가 업계 1위인 이유를 확인 할 수있는 시간 이었다.

4d모션을 넣는거는 영상편집과 비슷한 느낌으로
이루어져야 생각 한다.

모션을 과시하는게 아니라 그 영화에 더욱더 몰입할수 있도록 도움을 주는 장치여야한다는 것이 내 생각인데

화면과 상관없이 출렁이고 다리가 들릴정도로
격하게 움직이는 모션들은 되려 영화 몰입에 방해되고 멀미만 유발한 뿐 이었던 것이다

이게 길어야 5분 정도타는 놀이공원 놀이기구 였다면 재밌는 경험이었겠지만 2시간 넘게 이러니 불쾌한 경험이 되고 만것이다.
심지어 4d의자에는 안전띠나 안전바는 없다!
이렇게나 격하게 움직이는데도!

같이 본 친구의 말을 빌려 수퍼4d 담당자를 수퍼4d  24시간형을 구형해야....  좀 나아지지 않을까? ㅋㅋㅋ

아무튼... 그렇다고",정지평,3,2,0
841,이터널스,2021 ? 판타지/액션/모험 ? 미국,"옆집 이웃이 악당 무찌르는 나름 소박한 감성(?)의 마블이 좋았는데…

어느 순간부터 자꾸 처음보는 초월적인 존재가 갑자기 지구를 구해버리네",안영민,3.5,2,0
842,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블 유니버스와 PC를 위한 도구로 전락,떼오,2,2,0
843,이터널스,2021 ? 판타지/액션/모험 ? 미국,신들의 시빌워로 확장하는 MCU의 세계관과 윤리관,고요한,3,2,0
844,이터널스,2021 ? 판타지/액션/모험 ? 미국,"역사, 신화와 사회 이슈들이 매력적으로 재해석됐지만, 후반부 스토리는 이것보단 잘 짤 수 있지 않았을까?",미온,3,2,0
845,이터널스,2021 ? 판타지/액션/모험 ? 미국,"""마블""이라는 타이틀을 달고 나오지 않았다면 사람들의 관심을 끌지못해 혹평마저 적었을 밋밋한 영화",이외솔,2.5,2,0
846,이터널스,2021 ? 판타지/액션/모험 ? 미국,"당신이 무슨 성향인지 몰라 다 넣어봤다.
버번+깔바도스+블랜딩 위스키+깔루아 그리고 K소주
그렇게 다 잡으려고 만든 칵테일은 누구도 좋아하지 않는다.",장제활,1,2,0
847,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블의 하나의 다양성 영화라고 생각한다. 점점 쏟아지는 할리우드 자본 영화와 히어로 영화 그 영화들에 대한 신선함의 부재와 싫증이 나기 시작하는 현시점에서 어쩌면 또 하나의 대안을 제시한 영화.,윤cherry,4,2,0
848,이터널스,2021 ? 판타지/액션/모험 ? 미국,화려한 볼거리와 액션이 추가된 디트로이트 비컴 휴먼,오지환,3,2,0
849,이터널스,2021 ? 판타지/액션/모험 ? 미국,&lt;문명&gt; npc들의 유쾌한 반란! 이어야 할텐데 혓바닥이 너무 길다.,이진우,3,2,0
850,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블영화 재밌게 보는 법 알아냈다 뇌 비우고 그냥 스토리 무시한 채 외면만 즐기면 됨,수영,3.5,2,0
851,이터널스,2021 ? 판타지/액션/모험 ? 미국,문제작...?,김규태,3.5,2,0
852,이터널스,2021 ? 판타지/액션/모험 ? 미국,"끝과 시작, 불완전하고 불안정한 존재들의 연결과 연대.",marou,3,2,0
853,이터널스,2021 ? 판타지/액션/모험 ? 미국,보는내내 이 개소리가 머라고 이렇게 재밋냐…라고 생각햇다…,행진,4,2,0
854,이터널스,2021 ? 판타지/액션/모험 ? 미국,저 얘길 하는데 굳이 2시간36분이나 걸려야만 했나,malkovich,2.5,2,0
855,이터널스,2021 ? 판타지/액션/모험 ? 미국,지구에 사는 내 의견도 좀 물어봐줬으면 합니다..,박봉추,2.5,2,0
