seq,title,genre,text,reviewer,rate,like,comment
43,이터널스,2021 ? 판타지/액션/모험 ? 미국,"소문난 잔치에 먹을 게 존내 없네.. 이 지경이 되도록 아무도 말리는 사람이 없었어? 긴데 재미까지 없는 영화 때리고 싶음. 본 기억을 지우고 뛰어넘고 싶은 시리즈. 뭐가 문제인지 짚을 수 없을 만큼 개노답임. 캐릭터 인원 많은 거랑 세계관이 복잡한 건 재미없는 이유가 될 수 없음. 그 많은 요소들을 잘 정리해서 흥미롭게 버무리지 못하는 게 문제인 거지. 마블 딱지 있어서 봤다지만 이건 마블 딱지를 떼면 오히려 더 문제인 거 아닌가.. 이게 그냥 일반영화의 오리지널이었으면 더 극악한 욕을 했을 것 같음. 누가 재미가 없지'는' 않다고 했는데 딱 잘라서 재미없음. 과도한 설명충인 거? 앞에도 말했듯 세계관 설명과 캐릭터 소개도 대사나 상황으로 재밌게 할 수 있음. 그러나 뭘 보여주고 싶은지 명확한 의도가 없음+두 번 걸러서 생각해도 이해 안 되고 안 와닿는 용어와 논리 구조+X망한 감정선 때문에 전혀 전혀 어떤 흥미랄 게 없다.

히로시마 장면은 어이없지만 넘어갈 수 있다치고 그밖의 요소들은 어케 커버쳐야 하는지 모르겠음. 쓰임새가 명확하지도 않으면서 중구난방으로 튀어나오는 인물들과 뚝뚝 다 끊어지는 맥락과 정적인 액션과 그 허술한 액션을 뒷받침해주진 못할망정 흐름 끊어먹는 대사들이 탄복스러움. 히어로물이라고 해서 무지성과 폭력으로 뇌 한쪽 빼놓고 다 퍽퍽 때려부수는 걸 기대하지도 않는데 이렇게 밍밍한 건 심하다고 생각함. 듄 보고도 느꼈지만 화려한 기술이나 잠깐의 눈뽕 정도로 감탄하고 감동받을 시기는 지났다고 봄. 어차피 판타지면 진부한 스토리와 주제를 참신한 방식으로 보여주는 게 관건인데 그냥 장면 나열만 하다가 엔딩크레딧 올라가서 한숨만 났음. 마블영화에서 철학하지 말라는 것도 아님. 블랙위도우는 명작이고 샹치는 양반이었다... 생각이나 고민은 한나절인데 캐릭터들 결단까지 너무 길어서 지루해버림. 결론은 정확히 뭘 말하고 싶고 보여주고 싶은지가 정해져 있지 않은 느낌이 듦. 나름대로 시도한 유머 타율까지 다 실패라 안 웃겼음.. 이터널스 최종 컨펌가서도 다 좋다고 영화관에 걸자고 했다는 거 너무 황당하다 어떻게 이걸...

정리하면 머리에 남는 내용 없음+캐릭터 없음+음악 없음+액션 연출도 못함+장르가 로맨스라는데 로맨스도 못함. 제대로 해내는 하나가 딱히 없음. 이 영화는 마블스럽다 마블스럽지 않다를 떠나서 걍 재미가 없다. 제일 큰 병폐는 그거임.

장점이 없었던 건 아님... 감독님 기막히게 햇빛 잘 쓰는 거랑 풍경 예쁘게 찍는 점들을 좋아하지만 내가 지금 배경 영상화보집이나 아마존 다큐멘터리를 돈 내고 보는 게 아니기 때문에 노상관임. 잔잔하지만 제대로 여운 남기는 연출도 좋아하는데 이터널스에선 철학해보려는 감독의 고집과 어떻게든 평소처럼 '가볍고 무식하고 폭력적이고 불편하게' 유머러스 해보이려는 나머지 제작자들의 뭔가가 부딪혀서 이도저도 안 되고 허공에 다 갈려버린 기분ㅋㅋㅋ 이런 스타일을 가진 사람한테 최대한 '스낵'처럼 찍어보라는 강요는 할 수 없지만 스토리 전부 빠개놓고 철학하는 척 하고 있으면 안 빡칠 수가 없음.

다양한 인종과 캐릭터에 다양한 설정을 넣은 건 좋았다. 성비 균형도 걍 적절해서 보는데 크게 불편하지 않았고 주로 여캐들이 메인으로 서사를 이끌어가는 전개라서 그건 좋았는데... 여기 나오는 배우들 모두 평소답지 않게 너무 어색한 연기를 함. 맞지 않는 옷을 입었다는 그런 관용적인 표현 말고 그냥 애초에 맞지 않는 판을 깔아놓고 그 위에 배우들을 세웠다는 느낌. 행동이나 사건으로 흘러가는 게 아니라 대사 위주로 설명돼서 드라마극 느낌이 강하지만 위급하게 죽어가는 상황에 멀뚱하게 먼산 바라보면서 제자리에 서 있는 건 아니지 않나ㅋㅋㅋㅋㅋ 배우들도 이 세계관과 캐릭터에 그렇게 녹아들 정성과 의지가 없어 보여서 더 얼탱없었음. 그리고 재미없어서 악담 쏟아내는 것과는 별개로 불편하신 그분들 또 몰려와서 PC떡칠 타령하던데 정작 PC한 영화에 절여진 사람은 이게 대체 뭐가? 싶고 의외로 생각한 것보다 더 폭력적이어서 놀랐음. 이딴 걸 례술이니 아트니 씨네필적(ㅋㅋㅋ) 영화니 포장해서 또 팔아줄 거 생각하면 토 나온다. 이터널스 보면서 한 번 더 깨달음. 사람은 자기가 잘하는 분야 해야 한다 정말... 이터널스는 돌아온다는데 돌아오지 않으셔도 됨. 느자구 X같이 만들어놓고 있어 보이는 척 오지게 하는 거 볼 때가 관객으로서 제일 짜증난다. 1편 이렇게 개판으로 만들고 2편 보라는 거 양심 어따 팔렸냐며..

+) 누군가 많은 다양성을 전시했기 때문에 혹은 지금까지와는 다른 형식으로 마블 영화를 만들어서 훌륭하다고 한다. 누군가는 여성감독에게 극강의 완벽함과 너무 큰 기대를 해서 실망한 바람에 영화를 낮게 보는 게 아니냐고 하던데 개같은 영화들에도 다양성 피씨 전시는 많다. 선과 진실을 강조해서 이 영화가 좋은 영화라고 말하지만 그런 오타쿠식 과대 해석으로는 뭔들 안 감명깊을 수가 없음... 이 영화는 좋은 영화도 재밌는 영화도 잘 만든 영화도 아님. 어떤 식의 정신승리는 눈물겨워 보인다.",덴트,0.5,52,5
44,이터널스,2021 ? 판타지/액션/모험 ? 미국,하고 싶은 거 진짜 다 할 거라는 밍밍한 선전포고.,권준희,2.5,51,0
45,이터널스,2021 ? 판타지/액션/모험 ? 미국,"예식장 부페 느낌?? 모가 많긴 했는데 딱히
맛있었던 것도 기억에 남는 것도 없네.. 평점 보고
기대를 안하긴 했는데 말야.. 그래도.. 마블인데..??
211104",이민희,3,49,2
46,이터널스,2021 ? 판타지/액션/모험 ? 미국,"결투는 미뤄 두고, 우선 우리 팀 내부 결속부터.",CHAEYOOE,3,49,0
47,이터널스,2021 ? 판타지/액션/모험 ? 미국,"기본배경없이 마블이라 본 1인.
생각보다 약한? 히어로들의
기나긴 대서사시를 보다 지치고,
인간계 이상의 화려한 설정을 보여주지만
허무하게 마무리된 느낌.",Random cul,2,47,0
48,이터널스,2021 ? 판타지/액션/모험 ? 미국,"깊은 터널속으로 들어가서 길을 잃은 마블
나오지 말았어야할 오만불손한 망작",leo,0.5,45,0
49,이터널스,2021 ? 판타지/액션/모험 ? 미국,멈추지 말아야 할 절반의 성공.,강명진,3,44,0
50,이터널스,2021 ? 판타지/액션/모험 ? 미국,"클로이 자오 풍 대하 서사 마블. 툭툭 끊어지는 연출, 마 뜨는 대사..
극 호불호 갈릴듯.
액션이 애매, 길가매쉬 역동감을 좀 살렸으면..
아직도 동양여성+서양남성 로맨스는 괜찮은데, 동양남성+서양여성은 어색한가? 테나와 길가매쉬가 조금만 덜 어색한 분위기로 연출되었다면..
역사를 조금 더 녹였다면… 셀레스티얼에 좀 더 상징을 주었다면…

#쿠키 2개, 자막 초반, 자막 끝 #p4에서 스타폭스로 연결
@CGV ATMOS",이종석,4,44,0
51,이터널스,2021 ? 판타지/액션/모험 ? 미국,"어떻게 마블을 모조리 다 사랑하겠어. 어벤져스를 사랑했던 거지.
.
.
.
.
.
근데 난 다 사랑해!!!!!!!!! 엄청 유명한 호텔 짜장면이 5만원이라고. 누가 그렇게 비싼 돈을 내고 짜장면을 먹겠느냐고. 근데 꽁돈 생기면 한 번 가보고는 싶어지지. 트러플 오일 팍팍 뿌린 짜장면에 놀래서 으악 이게 뭐야 하면서도 울면서 먹는 신우처럼. 트러플 오일 속에 간간히 나는 짜장면 맛을 찾아서 나 다 먹을 거야. 내가 다 먹을 거라고!! 웃긴 건 먹고 나면 또 찾는다니까. 그땐 짜장면 맛이 아니라 트러플 오일을. 괜찮으니까 눈 감고 함 잡솨봐봐.",주 혜,4,42,2
52,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블 테마파크에 지친 자들이여
이 영화로 힐링하라

*운명에 대항하는 자유의지",시원하게,4,42,0
53,이터널스,2021 ? 판타지/액션/모험 ? 미국,애타게 서세이를 찾는 롭스타크와 존스노우,장우현,2,41,0
54,이터널스,2021 ? 판타지/액션/모험 ? 미국,한 권의 역시책을 본듯한 느낌.,JJS,3,40,0
55,이터널스,2021 ? 판타지/액션/모험 ? 미국,"개인적으로 엄청 최악까진 아닌데 역대 MCU 영화 중 로튼토마토 최저평점을 받은건 납득이 간다. 클로이 자오 연출 스타일과 마블은 상성이 잘 안맞는듯.
*쿠키영상 2개 있어요!",idaein,2.5,38,0
56,이터널스,2021 ? 판타지/액션/모험 ? 미국,"클로이 자오의 영화도 MCU도 아닌 느낌.
후속작 보다는 존 스노우의 블랙 나이트가 기다려진다.
?????????
마블 영화가 아니라
온전히 클로이 자오의 영화였으면 좋겠다.",김동현,3,38,0
57,이터널스,2021 ? 판타지/액션/모험 ? 미국,"호흡도 느리고 톤도 여유로워 보이지만, 실은 긴 이야기와 많은 볼거리를 보여주려고 바삐 이리저리 정신없이 움직이는 서사",이진구,3,37,0
58,이터널스,2021 ? 판타지/액션/모험 ? 미국,어쩔수 없는 히어로 영화의 단점들은 그대로 남고 마블만의 힘도 잃은 느낌이다.,싱싱야도란,2.5,36,0
59,이터널스,2021 ? 판타지/액션/모험 ? 미국,"'이터널스'라고 하니, 안전운전이 생각난다.
항상 아버지께서는 안전 운전을 함으로서
편안한 승차감을 선물해주셨는데,
특히 터널을 지나갈 때면 더욱 안정적인 운전으로
평안한 마음을 느낄 수 있도록 해주셨다.
그래서 항상 긴 터널이 나오면,
""이 터널만 지나가면 스르륵 잠이 올 것이다.""
라고 생각을 하였고,
정말이지 열에 아홉은 5km가 넘는 터널을 지나가면 잠이 스르륵 찾아왔다.
애석하게도 아버지는 편안한 승차감을 선사해주셨지만
옆에 타고 있는 선탑자의 의무를 다하지 않으면
괴물로 변하시는 타입이었다.
편안하게 스르륵 터널을 지나고 잠에 들 때면
큰 호통 소리와 함께 꿀밤이 날라왔고,
잠에서 다시 정신이 번쩍 뜨는 놀라운 경험을 할 수 있었다.
그러한 경험으로 학교 수업시간에 졸음이 오면
터널을 지나가는 상상을 하였고,
그 놈의 꿀밤을 떠올리면 중추 신경계부터 말초 신경계까지 소스라치게 큰 자극이 와서 잠에서 깰 수 있었다.
덕분에 원하던 대학교에 진학을 갈 수 있었고,
진로를 부드럽게 정할 수 있었다.
역시 소주는 진로 소주이며, 목넘김이 특히 부드러워 추천할만하다.",의식의흐름,3,36,3
60,이터널스,2021 ? 판타지/액션/모험 ? 미국,"무난했던 첫단추
they're not worth saving
2021.11 서면",범이,4,36,1
61,이터널스,2021 ? 판타지/액션/모험 ? 미국,"몰?루 몰?루

왜 이렇게까지 악평을 듣는 거지?
마블답지 않은 이야기를 마블 딱지 달고 해서 그런가?

단점은 분명 있다.
엿가락처럼 늘여놓은 끝이 보이지 않는 서사와 자연스럽게 공기화되는 캐릭터 분량 문제.
그리고 마블스럽지 않다는 것.
그런데 마블 타이틀을 달고 보면 세계관 확장
떼고 봐도 무난하게 잘 만든 이야기이다.

솔직히 샹치, 블위보다 훨씬 괜찮다.
악평 때문에 보러 가는 걸 고민하고 있다면 그냥 보시라.",주령,3,34,0
62,이터널스,2021 ? 판타지/액션/모험 ? 미국,감정적 딜레마에 고귀한 종을 태우다. #A,김선대,5,34,0
63,이터널스,2021 ? 판타지/액션/모험 ? 미국,가장 거창하고 번잡한 마블의 팽창,머로리,1,34,2
64,이터널스,2021 ? 판타지/액션/모험 ? 미국,전부 모르는 캐릭터인데 분량 조절이 잘 되려나..,hannah,보고싶어요,34,0
65,이터널스,2021 ? 판타지/액션/모험 ? 미국,"이터널스들을 관객에게 이해시키고 각인시키는데에 이보다 적합했던 감독이 있었을까.
액션을 강조했던 예고편이 나빴다.
ps. 셀리스티얼 보이스... 그게 최선이였나요?",찡빈,3.5,34,0
66,이터널스,2021 ? 판타지/액션/모험 ? 미국,"결국 그들이 말하고싶은건
생명, 사랑 그리고 평화.",예비 작가 장시우,3,33,0
67,이터널스,2021 ? 판타지/액션/모험 ? 미국,"드라마로 만들지 그랬냐….

내용이 너무 크다",청소년관람불가,3,31,0
68,이터널스,2021 ? 판타지/액션/모험 ? 미국,"지금까지와는 다른 뛰어난 서정적인 마블의 드라마. 캐릭터마다 개성 있고 영화가 끝나고도 잊히는 캐릭터는 별로 없다. 클로이 자오의 웅장한 연출은 특히 기가 막힌다. 하지만 그만큼 줄어든 액션과 계속 뭔가 겉도는 듯한 배우들과 캐릭터 사이의 케미.
그래도 &lt;베놈2&gt; 보다 괜찮잖아...?",송현석,3,31,1
69,이터널스,2021 ? 판타지/액션/모험 ? 미국,이야기와 액션의 균형을 지키려고 노력한 감독의 고민이 느껴진다. 빌런(?)이 너무 강해서 앞으로 어떻게 대응 할 지 궁금하다.,차칸수니리,3,31,0
70,이터널스,2021 ? 판타지/액션/모험 ? 미국,"무엇을 위해 영원할지는 그들의 몫.
그 생각을 옭아매고 풀어가는 입체적인 갈등의 현장.
고민의 크기가 무척 방대하고 그들의 대화는 묵직하다.
-
하나둘 모이기 시작하는 그들을 따라 지구 한바퀴를 사뿐히 유람하고 온 듯하다. 지체없는 시공간의 전환을 보고있자니 서사의 갈피를 잡는 데에 연출진들이 조금은 어려움을 느꼈지 않았을까하는 생각이 든다.",송주환,3.5,31,2
71,이터널스,2021 ? 판타지/액션/모험 ? 미국,"(64) 마블스럽지 않게 성공한 캐릭터 빌딩.
?? : 모든 캐릭터를 조화롭게 빛낸 연출,
?? : 마블 치고는 아쉬운 액션,
스토리 12/20 연기 13/20 연출 13/20 재미 26/40",영미남,3,30,0
72,이터널스,2021 ? 판타지/액션/모험 ? 미국,"어마하게 팽창한 스케일만큼 굉장히 거시적이고 인류학적이고 존재론적이고 윤리적인 야심이 느껴진다. 물론 그런 시선을 갖고서도 (마치 일부러) 무거워지지 않는 마블답게 문제를 깊이 들여다보기보단 가볍게 거머쥔 채 스펙터클하게 질주할 뿐이다. 더욱이 영화의 팽창성에 비해, &lt;인터스텔라&gt;가 떠오를 정도로, 결론은 그저 사랑으로 수축한다. 거창함이 무색하게 내밀한 감정을 내어놓겠다는 (낭만적이라거나 유치해 보이는) 태도 자체는 그리 싫지 않으나, 사랑이 다소 (이/동)성애적인 관계에만 초점이 맞춰진 것 같아 아쉽다. 마블 영화로선 굉장히 예외적으로 느껴지는 러브 씬이라던지, 이터널스 내외부의 관계에 에로스적인 사랑만 짙다(쿠키와의 연계 때문일까). 파스토스의 아들, 평생을 아이로 살 수밖에 없는 스프라이트, 마치 배트맨과 알프레드 같은 킨고와 카룬, 인간과 지구 자체를 아끼게 된 세르시처럼 다양한 형태의 사랑을 얼마든지 얘기할 수 있지 않았을까. 하물며 아리솀과 사명에 대한 충성마저도 또 하나의 사랑처럼 느껴지니 말이다.

특히 유독 아쉬운 건, 드라마의 역량과 아무래도 감독에 대한 기대치다. 겨우 두 편을 보았을 뿐이지만, 언제나 황량한 풍경에도, 혹은 황량해서 더 충만한 내면적인 드라마를 내세우곤 했던 감독임에도 불구하고, &lt;이터널스&gt;의 드라마는 그다지 감각적이지 않아 보인다. 대놓고 캐릭터 간, 또 캐릭터 내면의 드라마가 중요한 영화처럼 느껴지는데도 사랑뿐이어서 그런지 너무 얕다. 이따금 드라마가 짙어지는 순간일 때면 익스트림 롱 숏에 인물을 맡긴다던지, 이카리스의 마지막 플래시백에 담긴 리듬이라던지, 감독의 터치가 느껴지는 대목들이 있긴 했으나, 그런 숏이 무르익기엔 아무래도 마블은 호흡이 빠르다. 물론 영화가 느려진다고 해서 깊어지는 것은 아닐 테지만, 풍경도 풍경 안에 놓인 인물도 충분히 보지 못하고 숏을 흘려보내야 하는 만큼 그 안의 놓인 드라마까진 채 닿을 새가 없지 않나 싶다.",JE,2.5,30,4
